,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
1152,PER,LOC,ostmiseks,.,Õnneks,tekkis,Andrusel,Rootsi,ülikoolis,komandeeringus,käies,sõprus,sealse
1153,,LOC,ja,AK-47,c,.,elektripirnidega,vene,politruki,kolp,d,.,käsitank
1154,,LOC,keda,on,nimetatud,viimseks,aristokraadiks,vene,kirjanduses,",",viiekümne,kuue,aastane
1155,,LOC,Kuni,1940.,aastani,kirjutas,ta,vene,",",hiljem,ka,inglise,keeles
1156,,LOC,teab,",",et,nii,üheplaanilisena,vene,hing,Nabokov,üht,nümfetti,ette
1157,,LOC,ihuga,",",Björki,patsikesed,",",Londoni,moestilistide,armastus,laialivalguva,suu,ja
1158,,LOC,ajaks,üldse,ära,keelata,.,Londonis,Royal,Shakespeare's,Company's,toimus,märtsis
1159,,LOC,Socialist,Realist,Painting,”,(,London,-,New,Haven,",",1998
1160,,LOC,",",1998,),.,Peale,vene,kunsti,käsitleb,teos,ka,(
1161,,LOC,.,“,Romaanikunst,”,.,Prantsuse,keelest,tõlkinud,Triinu,Tamm,.
1162,,LOC,lehekülgedel,üllatab,",",selleks,on,vene,filosoof,ja,kirjandusteadlane,Mihhail,Bahtin
1163,,LOC,lihtsam,:,ta,oli,tõlkinud,prantsuse,rewriting'u,järgi,",",nagu,ka
1164,,LOC,kümnekonna,aasta,eest,üle,minna,prantsuse,keeles,kirjutamisele,.,Ühes,intervjuus
1165,,LOC,märgib,üleminekut,tšehhi,keeles,kirjutamiselt,prantsuse,keeles,kirjutamisele,.,Täpne,olles
1166,,LOC,),.,Tänaseks,on,Kunderalt,prantsuse,keeles,ilmunud,kokku,kaks,esseekogu
1167,,LOC,tuli,sealt,.,Praegu,on,vene,juutide,seas,neid,",",kes
1168,,LOC,pop-kunstnikuks,jm,",",meenutab,märtsikuu,Londoni,The,Art,Newspaperile,antud,intervjuus
1169,,LOC,Novaja,Zarja,",",mis,on,vene,keeles,Uus,Koit,",",ja
1170,,LOC,eksporti,.,Tähtsamad,kliendid,on,vene,autootjad,VAZ,ja,GAZ,.
1171,,LOC,",",missugune,vaade,",",isegi,vene,kirik,ei,suuda,seda,ära
1172,,LOC,.,Helsingi,ei,tolma,",",London,ei,tolma,",",Genf,ei
1173,PER,LOC,soostusin,kohe,",",”,räägib,Kreeka,meistrivõistlustel,Ateena,Kallithease,Esperidese,naiskonnas
1174,,LOC,elanul,taotleda,kodakondsust,.,“,Kreeka,kodakondsus,aitaks,mul,kergemini,Euroopa
1175,,LOC,hind,on,vaid,61,protsenti,Londoni,tasemest,.,Erinevused,endise,sotsialismileeri
1176,,LOC,aastat,tagasi,oli,Moskva,hinnatase,Londoni,omast,"2,8",korda,kõrgem,","
1177,,LOC,päeva,jooksul,enne,suurt,esinemist,Londoni,Royal,Albert,Hallis,.,See
1178,,LOC,kuulata,inglise,",",saksa,",",prantsuse,ja,hispaania,keeles,.,-
1179,,LOC,ka,?,”,Tüdruk,laulab,prantsuse,hümni,",",ikka,närvis,.
1180,,LOC,barrikaadil,ja,peab,oma,lauluga,prantsuse,mehed,tääkide,vastu,võitlusse,viima
1181,,LOC,olen,mõnevõrra,mures,",",mis,prantsuse,mehed,sellest,arvavad,.,Ja
1182,,LOC,rahvakogunemised,algasid,hommikul,kõigis,Ida-Virumaa,vene,linnades,-,Narvas,",",Jõhvis
1183,,ORG,süsteemis,.,Võivad,tegutseda,koos,keskerakonnaga,",",aga,ka,reformikate,ja
1184,,LOC,Kraken,vaid,hiigelsuur,kalmaar,.,Londoni,loodusajaloo,muuseumi,uus,ekspositsioon,tõestab
1185,,ORG,ka,psühholoogilise,barjääri,murdmist,.,Õhtulehe,jaoks,tähendab,25tuhandese,tiraazhi,jõuline
1186,,LOC,jooda,.,Botaste,põlgamine,on,Vene,ajast,jäänud,.,Minul,ei
1187,,LOC,lisaks,mitmele,prominentsele,kultuuritegelasele,ka,vene,kõrgema,klassi,prostituute,",",kellele
1188,,LOC,.,1980ndate,alguse,Lauri,Leesi,prantsuse,keele,tundides,-,mis,olid
1189,,LOC,.,Mardil,oli,erinevalt,paljudest,prantsuse,keele,huvilistest,ka,eesmärk,-
1190,,LOC,-,teha,oma,aspirantuuri,võõrkeeleeksam,prantsuse,keelest,.,See,oli,tema
1191,,LOC,(,ta,kasutab,väljendit,“,vene,rahva,masohhism,”,",",targutleb
1192,,LOC,labasus,",",mis,vaatas,vastu,vene,ajal,nii,paljude,riigimeeste,võõba
1193,,LOC,veine,tootma,alles,eelmisel,sajandil,vene,kolonistide,tulekuga,.,Seitsekümmend,aastat
1194,,LOC,kunsti,ülevaatega,",",paari,saalitäie,prantsuse,impressionistidega,ning,tervelt,58,(
1195,,LOC,”,võiks,olla,suurepärane,värviline,prantsuse,house,",",aga,taustal,eluraskustest
1196,,LOC,...,depressiooni,leevendamiseks,?,Julie,Londonist,ja,Nat,King,Cole'ist,Mike
1197,,LOC,ja,suudles,Samaaegselt,pühendas,aprillikuine,vene,populaarseim,ajakiri,Ogonjok,(,nr
1198,,LOC,teemat,edasi,uurides,jõuab,Ogonjok,vene,(,pseudo,),ajalooliste,(
1199,,ORG,ja,videokasseti,presentatsiooni,ilmus,Peterburi,õhtulehes,rubriigis,“,Naljakat,gigantidest,”
1200,,LOC,näitleja,ja,muusik,",",põlise,vene,aadliku,järeltulija,Peeter,Volkonski,ning
1201,,LOC,naist,mehes,ja,vastupidi,?,Briti,ühe,kuulsama,teatrilavastaja,Trevor,Nunni
1202,,LOC,Peterburi,ja,veel,kahe,suurema,vene,linna,ning,Moskva,kaabeltelevisiooni,vaatajad
1203,,LOC,ainuüksi,neis,neljas,linnas,jõuab,vene,muusikatelevisioon,enam,kui,10,miljonisse
1204,,LOC,muusikatelevisioonis,ka,kohalikke,lemmikuid,.,Briti,filmitööstus,alustas,hiljuti,suurt,kampaaniat
1205,,LOC,Vabadussõja,aegadesse,ulatuvaid,sidemeid,:,Briti,kuninglik,laevastik,tagas,Eesti,laevastikule
1206,LOC,PER,sealkandis,",",kus,Helme,",",Taagepera,ja,Kärstna,valla,piirid,kokku
1207,LOC,PER,",",et,varsti,peab,ikka,Taagepera,hooldekodusse,minema,.,Ega,sellest
1208,,LOC,Mullas,töötab,vaheldumisi,ühes,Kopli,vene,koolis,ja,eesti,nn,eliitkoolis
1209,,LOC,ja,Anna,laste,-,eriti,Londonis,BSkyB,palgal,töötava,tütre,Elisabethi
1210,,LOC,Toidumoonast,oli,kaasas,ainult,pudel,prantsuse,konjakit,külmarohuks,.,Kärestikus,sõu
1211,LOC,ORG,nimetada,Aaviksoo,esimeseks,ettevõtmiseks,.,Normasse,tõi,Aaviksoo,Indrek,Vanaselja,","
1212,,LOC,tahab,",",et,inglise,ja,vene,keel,tugevad,oleks,.,Aaviksoo
1213,PER,ORG,midagi,teha,.,Aaviksoo,teenib,Normas,korralikult,",",kinnitab,Norma,Grupi
1214,PER,ORG,allhanget,.,Selles,näebki,Aaviksoo,Norma,tulevikku,.,Oma,rolli,Wall
1215,PER,ORG,Aaviksoo,üle,tähtsustada,:,“,Norma,on,ka,ju,edukas,ettevõte
1216,PER,ORG,on,ettevõttel,hästi,läinud,.,Normat,asus,ta,juhtima,nädal,ja
1217,PER,ORG,",",”,kirjeldab,Aaviksoo,.,Norma,edu,on,vägagi,seotud,sellega
1218,PER,ORG,allhankijast,150,parema,hulka,.,Norma,on,ainuke,Ida-Euroopa,ettevõte,","
1219,PER,ORG,on,ka,see,",",et,Norma,ei,ole,Eestis,kellegi,konkurent
1220,PER,LOC,",",nagu,Fortnum,&,Mason,Londonis,ja,Macy,kaubamaja,New,Yorgis
1221,PER,LOC,loome,midagi,",",”,ütles,Briti,koreograaf,Matthew,Hauxwell,",",kes
1222,,LOC,eelmise,aasta,kahjumiks,"27,5",miljonit,Hollandi,kuldnat,.,See,on,peaaegu
1223,,LOC,turu,kiire,kasvu,ajal,.,Briti,tehnoloogiaturu,uuringutega,tegelev,firma,Context
1224,,LOC,.,Tüüpiline,Elcoteqi,töötaja,on,vene,keelt,kõnelev,32aastane,naine,","
1225,,LOC,kui,eestlased,on,valmis,ka,vene,soost,ärimeest,juhina,aktsepteerima,.
1226,,LOC,grupi,invaliid,",",seda,nooruses,vene,sõjaväes,teenimise,tagajärjel,.,Saan
1227,,LOC,motiive,",",kuid,kindlasti,on,vene,kultuuris,paremad,ja,sügavamad,traditsioonid
1228,,LOC,Kuna,see,oli,välja,kujunenud,vene,surve,vastu,",",siis,seda
1229,ORG,LOC,Sotši,suurele,õllenäitusele,.,BBH,Ukraina,ja,Balti,regiooni,asedirektor,Andres
1230,,LOC,teevad,oma,valikud,eriala,suhtes,vene,noored,.,Põhikooli,baasil,ametit
1231,PER,LOC,Imedemaal,.,Ometi,on,Disneyland,Pariisi,lähistel,olemas,:,ta,ei
1232,,LOC,seda,ei,kodeerita,.,Ka,vene,telekanal,ORT,kavatseb,käivitada,digitaalülekanded
1233,,LOC,sagedusel,"12,092",GHz,H,paiknevas,prantsuse,digitaalpaketis,World,Russian,Channel,ehk
1234,,LOC,aeg,hakkab,mööda,saama,ning,vene,telekanaleid,on,võimalik,vaadata,Ku-bandis
1235,,LOC,.,Kodus,kasutas,Gurinite,pere,vene,ja,saksa,keelt,.,Eesti
1236,,LOC,on,mittekodanikud,ja,kasutavad,suhtlemiseks,vene,keelt,.,Eesti-,ja,venekeelsete
1237,,LOC,aastat,tagasi,oli,domineerivaks,pooleks,vene,kogukond,",",siis,praegu,on
1238,,LOC,möödakäijate,poole,tugeva,läti,aktsendiga,vene,keelt,kõnelev,väga,noor,mees
1239,,ORG,Niigi,rahvas,räägib,",",et,keskerakonda,kuuluvad,targad,naised,",",rohelised
1240,,LOC,William,Grant,Stilli,“,Afro,Ameerika,”,sümfoonia,",",Samuel,Barberi
1241,,LOC,jätnud,),.,Kõik,läheb,prantsuse,vodevilli,stii,lis,",",kui
1242,,LOC,ja,tuli,tunnistada,",",et,prantsuse,veini,asfaldi,ja,hobuse,pabulate
1243,,LOC,kolhoosiajalugudest,",",mida,võis,lugeda,vene,ajal,.,Autor,alustab,ja
1244,,LOC,spetsiifilise,joviaalse,inimtüübiga,",",kellele,vene,võimu,sogastes,vetes,kala,püüdmine
1245,,LOC,Reest,Krister,Kivi,KÄTTEMAKS,-,Londonis,ilma,teinud,elektroonilise,meedia,kunstnik
1246,ORG,LOC,.,Kord,kuus,käib,ADC,Pariisi,kontorist,Tallin,nas,Laudi,rahamajapidamist
1247,,LOC,Juudi,Kogukonna,liik,metest,räägib,vene,keelt,.,See,on,neljandat
1248,,LOC,on,teada,",",et,suur,vene,poeet,Puškin,oli,matemaatikas,null
1249,,LOC,sõnumit,saab,öelda,eesti,ja,vene,keeles,",",värsis,ja,proosas
1250,,LOC,kreeka,ja,saksa,keelt,ning,prantsuse,traditsioonis,üldiselt,ja,dekonstruktivismis,eriti
1251,,PER,",",temast,pole,asja,.,Tamme,aru,teeb,mõnusa,",",publikut
1252,,LOC,",",sest,nii,upitati,esikohale,vene,ooper,ja,hoiti,maitse,konservatiivsetel
1253,,LOC,“,seebikatele,”,.,Uue,prantsuse,sarja,peategelased,on,kahekümnesed,“
1254,,LOC,",",eriliste,üllatusteta,kvaliteet,.,Briti,sarjadele,on,ameerika,omadega,võrreldes
1255,,LOC,teeseldes,ja,tülikaks,tehes,.,Briti,sarjade,eeskuju,on,tunda,hollandi
1256,,LOC,sagedusele,"11,462",GHz,H,ootamatult,vene,telekanal,ORT,1 .,Kanal,töötab
1257,,LOC,-,Alates,1.,juunist,saab,prantsuse,moekanalit,Fashion,TV,jälgida,ASTRA
1258,,LOC,intelligentne,ja,sihilikult,keeruka,ülesehitusega,prantsuse,thriller,.,Ei,midagi,uut
1259,,LOC,vaatajale,on,see,parim,süntees,prantsuse,kinost,ja,heast,zhanritoodangust,.
1260,,LOC,-,40%,kõrgemat,töötasu,saavatele,prantsuse,lenduritele,ei,olnud,vastuvõetav,kompanii
1261,,LOC,külgi,.,Ilmselt,ei,otsi,vene,poliitikud,mitte,ilmaasjata,endi,hulgast
1262,,LOC,.,Pidevalt,jälgitakse,ja,häiritakse,vene,aktivistide,Pjotr,Rozhoki,ja,Juri
1263,,LOC,.,Ta,jätkab,:,“,Vene,valitsuse,ajal,ei,antud,meile
1264,,LOC,“,Nädala,alguses,olid,ühel,vene,abielupaaril,merel,kaasas,suured,lambakoerad
1265,,PER,ma,viisakalt,läbi,.,Läksin,Kolga,mõisa,ja,nõudsin,",",et
1266,,LOC,aastas,.,Zarifiani,väitel,kirjutavad,prantsuse,arstid,ravimeid,välja,liiga,kergekäeliselt
1267,,LOC,1994.,aasta,MMi,loosimises,.,Euroopa,Meistrite,Liiga,äratas,kadedust,Havelange'i
1268,,LOC,kindlus,.,Lähemad,näited,on,Londoni,Oxford,Street,",",mis,terve
1269,,LOC,pidades,on,ainus,võrreldav,asutus,Prantsuse,Aka,deemia,.,Meie,suhteliselt
1270,,LOC,olles,õppisin,tõlkide,koolis,ära,vene,keele,ja,tudeerisin,hiljem,Uppsalas
1271,,LOC,",",saksa,",",hispaania,",",prantsuse,ja,inglise,keeles,.,Mis
1272,,LOC,kirjandusteadlane,Ebba,Witt-Brattström,on,uurinud,prantsuse,poststrukturalismi,suurkuju,Julia,Kristevat,ja
1273,,LOC,elust,elanud,Pariisis,ja,kirjutanud,prantsuse,keeles,.,Kristeva,on,väga
1274,,LOC,õpetanud,",",andnud,loenguid,nii,vene,kui,ka,eesti,koolides,","
1275,,LOC,.,Narvas,on,väga,palju,vene,inimesi,ja,seega,on,ta
1276,,LOC,otsusele,jõudnud,",",kuidas,kohaliku,vene,inimesega,toimida,",",kuidas,neid
1277,,LOC,ja,Peterburi,muuseumitesse,ja,kaasaegsest,prantsuse,kunstist,huvitunud,erakogudesse,),ja
1278,,LOC,kes,kõnelesid,",",samuti,puudus,vene-,ja,ingliskeelsetel,lõikudel,tõlge,.
1279,,LOC,a,andis,kirjastus,Moskovskii,Rabotšii,vene,keeles,välja,Oti,raamatu,“
1280,,LOC,otseülekanne,),21.50,-,22.45,Holland,-,Lõuna-Korea,1.,poolaeg,(
1281,,LOC,otseülekanne,),23.00,-,23.50,Holland,-,Lõuna-Korea,2.,poolaeg,(
1282,,LOC,1998,NELJAPÄEV,16.50,-,17.45,Holland,-,Mehhiko,(,või,Belgia
1283,,LOC,otseülekanne,),18.00,-,19.00,Holland,-,Mehhiko,(,või,Belgia
1284,,LOC,kallale,produtsent,Don,Murphyle,.,Briti,näitlejal,Rufus,Sewellil,(,Cold
1285,,LOC,",",kuidas,ta,kunagi,käis,Londonis,Rupert,Murdochi,meediaimpeeriumis,.,“
1286,,LOC,Kanadas,oli,grislikaru,hammustanud,ühte,Briti,alamat,.,Sinises,särgis,mehed
1287,,LOC,ka,",",et,notarile,meeldivad,prantsuse,vahuveinid,ja,AS,Thulema,kontorimööbel
1288,,LOC,kuumarabanduseni,.,Millegipärast,üteldi,seda,vene,keeles,.,Ja,muidugi,leidub
1289,,LOC,seepeale,NASA,psühholoog,dr.,Al,Holland,.,“,Kui,ees,on
1290,,LOC,ameerika,kunstnik,Hans,Haacke,ja,prantsuse,sotsioloog,Pierre,Bourdieu,",",teemaks
1291,,LOC,tagasivaade,ja,aktuaalsed,probleemid,.,Saksa,keelest,tõlkinud,Mati,Sirkel,.
1292,,LOC,on,samal,probleemil,peatunud,ka,prantsuse,moralist,Tzvetan,Todorov,.,Ajalehes
1293,,LOC,",",millele,hiljuti,juhtis,tähelepanu,prantsuse,filosoof,Jean-François,Revel,:,“
1294,,LOC,elamuseks,oli,degustatsioonitoas,presenteeritud,ühe,prantsuse,mägiküla,restorani,veinikaart,.,Selles
1295,,LOC,ka,turuliider,.,Universaalidest,müüb,prantsuse,mark,aga,umbes,pooled,","
1296,,LOC,kõrvale,Veera,--,imekena,punapäine,vene,tüdruk,.,Huuled,magusad,nagu
1297,,LOC,Kapov,SEGADUS,PIIRILINNAS,-,Salapärane,vene,mees,kogub,Ivangorodis,allkirju,linna
1298,,LOC,.,Põrgurongiks,ristis,Tuuri,üks,prantsuse,naisajakirjanik,.,Esimest,päeva,Tuuri
1299,,LOC,päeva,Tuuri,autost,jälgides,oli,prantsuse,daam,",",ise,veel,autoajakirjanik
1300,,LOC,nagu,eestlased,süüstavad,kommunismis,kogu,vene,rahvust,),",",nii,on
1301,,LOC,järgitakse,kindlaid,skeeme,.,Näiteks,vene,nõukogude,menukirjanik,Julian,Semjonov,jutustab
1302,,LOC,jäävad,sõdurid,märatsema,anonüümseks,jäävatesse,prantsuse,küladesse,.,Tundmatu,esseslase,sünge
1303,,LOC,juurutas,19.,sajandi,lõpul,Itaalias,prantsuse,viinamarjasordid,Cabernet,Sauvignoni,",",Merlot
1304,,LOC,Ottenbergis,Lõuna-Steiermarkis,valmivad,Mülleri,“,prantsuse,veinid,”,.,Loire'i,orust
1305,,LOC,:,“,Kui,Platon,kirjutas,vene,keeles,...,”,Nimetatud,artiklite
1306,,LOC,artiklile,“,Kui,Platon,kirjutas,vene,keeles,...,”,Konkreetse,sisulise
1307,,LOC,otsinud,ma,piisavalt,püüdlikult,.,Prantsuse,ja,vanakreeka,keelt,ma,ei
1308,,LOC,",",sellele,vastab,peaaegu,kohe,vene,keeles,asjalik,naisterahvahääl,.,“
1309,,LOC,”,väidab,ta,.,Keskealine,vene,mees,",",kes,elab,maja
1310,,LOC,",",”,vastab,lahke,naisehääl,vene,keeles,.,“,Aga,kui
1311,,LOC,maksab,?,”,küsib,EE,vene,keelele,üle,minnes,.,“
1312,PER,LOC,müüt,siiani,.,Ülo,Kiiler,Viljandi,Õiendus,“,Kindlustusturg,valmistub,krahhiks
1313,,LOC,",",et,jäägritele,pakkus,üks,vene,sõjaväelane,vajaduse,korral,Vene,kodakondsust
1314,,LOC,üks,vene,sõjaväelane,vajaduse,korral,Vene,kodakondsust,.,Jäägrite,mässumeele,tekkepõhjus
1315,,LOC,kinodesse,publikut,.,Nüüd,esietendus,Londoni,Hammersmith,Apollo,Theatre'is,muusikali,esimene
1316,,LOC,tahan,maha,minna,”,.,Londoni,lavastuses,mängib,eksentrilist,lindude,keelt
1317,,LOC,alates,1635.,aastast,peab,hoolitsema,prantsuse,keele,puhtuse,eest,",",oli
1318,,LOC,ja,tõlgitakse,väga,intensiivselt,",",vene,keele,kaudu,on,see,kättesaadav
1319,,LOC,teosed,jõuavad,meie,vaatevälja,ainuüksi,vene,raamatukaubanduse,kaudu,.,Nagu,ka
1320,ORG,LOC,puudujäägid,”,ning,1998.,aasta,Viljandi,kunstifestivali,Kiriküüt,raames,maalitud,bill-boardid
1321,,LOC,kui,praktiliseks,käitumisjuhiseks,.,Enamus,Londoni,City,rahameestest,on,ülikoolis,õppinud
1322,,LOC,Pank,muretseb,inflatsiooni,pärast,",",Briti,majandust,ähvardab,ülekuumenemise,oht,","
1323,ORG,LOC,"2,5",protsendiline,inflatsioon,.,Hiljutisele,Briti,majandusarengule,tagasi,vaadates,võib,öelda
1324,,LOC,aeglustuma,"1,5",protsendilisele,tasemele,.,Briti,poliitikute,",",äritegelaste,ja,avalikkuse
1325,,LOC,varustust,.,“,Kuna,meil,vene,asju,ei,ole,",",siis
1326,,LOC,on,olnud,kokku,17,aastat,vene,keele,õpetaja,",",seitse,aastat
1327,,LOC,nõusoleku,kanda,enda,EVPd,mingi,vene,nimega,isiku,arvele,.,Nisu
1328,,LOC,kes,töötab,Viljandis,kohvik,“,Viljandi,”,juhatajana,seitse,päeva,nädalas
1329,,LOC,maha,",",kui,kohvik,“,Viljandi,”,menüüd,kiidan,.,Et
1330,,LOC,siis,hätta,jätta,.,Eks,vene,sõdureil,olid,ajud,pehmeks,tehtud
1331,,LOC,ja,kuritegelik,on,maale,tuua,prantsuse,veine,.,Ning,veel,teab
1332,ORG,LOC,on,oma,firmad,-,Martinil,Hollandis,ja,Imrel,Kanadas,.,Sissetulek
1333,PER,LOC,-,Martinil,Hollandis,ja,Imrel,Kanadas,.,Sissetulek,tuleb,sealt,.
1334,,LOC,klassi,teenetemärk,",",mõõkadega,.,Prantsuse,Auleegioni,ordeni,komandöririst,.,Briti
1335,,ORG,Ainult,tema,märkas,ja,paljastas,keskerakonna,ühe,liidri,Mait,Metsamaa,eputamise
1336,,ORG,.,Õigesti,ütleb,hr,Hvostov,keskerakonna,kohta,-,mullifraktsioon,.,Ega
1337,PER,LOC,ja,lahe,.,Ahto,Siig,Narva,Täpsustus,“,Meie,ministrid,”
1338,,LOC,kohta,cousine,.,Inglise,ja,prantsuse,keel,on,lausa,kohustuslikud,","
1339,,LOC,tahad,kokandusmaailmas,edukas,olla,.,Londonist,tulevad,kõik,uued,toidutrendid,","
1340,,LOC,see,",",et,lüüakse,vana,vene,rubla,minema,.,Teine,tähendus
1341,,LOC,kaalukauss,langeb,meie,kasuks,ja,vene,majandus,kukub,",",”,meenutab
1342,,LOC,.,Ainukesed,suured,tegijad,olid,vene,turgu,omavad,ärastamis-eelsed,riigiettevõtted,.
1343,,PER,linnapea,Edgar,Henning,ehk,“,Jüri,”,",",kes,tappis,1953.
1344,,ORG,”,kirjutab,Harro,.,Esmaspäevane,Õhtuleht,avaldas,pooleleheküljelise,pealkirja,all,loo
1345,,LOC,päris,jahmatav,olla,",",kui,vene,kiriku,kõik,viis,kuplit,üleni
1346,,LOC,Curie,jagasid,Nobeli,füüsikapreemiat,kolmanda,prantsuse,teadlase,Henri,Becquereliga,oma,töö
1347,,LOC,.,Hei,",",takso,!,Londoni,tänavatele,hakkas,ilmuma,järjest,rohkem
1348,,LOC,üpris,ebakindlad,",",muutusid,need,Londoni,liiklejate,seas,kähku,populaarseks,.
1349,,LOC,1872,-,1928,),edestas,Briti,kapten,Scotti,",",jõudes,brittide
1350,,PER,omapärast,tõlgendamist,leidnud,aristokratism,.,Taagepera,autoriks,oli,Riias,töötanud,saksa
1351,,LOC,-,klassikaline,segu,vahuveinist,ja,prantsuse,mustsõstraliköörist,.,Kella,kaheksaks,välja
1352,,LOC,Ta,kutsus,esinema,lisaks,kahekümnele,vene,kunstnikule,ka,kümme,soomlast,.
1353,,LOC,üldse,",",sellel,eksponeeritakse,säravate,vene,sajandivahetuse,kunstnike,maale,",",graafilisi
1354,,LOC,",",et,Djagilev,kavatseb,hävitada,vene,kultuuri,ning,levitada,ühiskonnas,dekadentsi
1355,,LOC,midagi,arvama,.,Kõige,tundlikum,vene,kunsti,suhtes,oli,Nikolai,Triik
1356,,LOC,kes,valdaks,näiteks,eesti,ja,vene,keelt,.,Soome,tööhõiveametil,kulub
1357,ORG,LOC,ja,Talinvest,müüvad,80,protsenti,Rakvere,lihakombinaadi,aktsiatest,Soome,suurele,lihatöötlejale
1358,ORG,LOC,müüki,pannud,",",läinuks,ka,Rakvere,lihakombinaat,kiiremini,välismaalaste,kontrolli,alla
1359,ORG,LOC,end,ülebaltiliseks,muuta,.,Näiteks,Rakvere,lihakombinaat,teatas,sel,nädalal,tütarfirma
1360,,LOC,Book,of,Records,toimetus,",",London,:,“,Kõigepealt,peab,meile
1361,,LOC,kõik,muud,kriteeriumid,",",pole,Londonist,rohkem,kui,pool,aastat,vastust
1362,PER,LOC,mõtiskleb,Lään,.,Rekordifriik,Vello,Lääne,hinnangul,ei,piisa,rekordite,raamatu
1363,PER,LOC,.,Ainsa,Eesti,rekordina,on,Lääne,teada,Guinnessi,rekordite,raamatus,fikseeritud
1364,,LOC,relv,peos,",",siis,kasutasin,vene,nagaani,.,Ainult,ta,oli
1365,,LOC,Hrushtshovile,.,Ta,on,ainukene,vene,riigimees,",",keda,ma,hindan
1366,,LOC,ei,räägi,",",pisut,tonkab,venet,",",vastutulelikult,suhtleb,aga,alati
1367,,LOC,Pilvre,Selges,eesti,keeles,võiks,prantsuse,sotsioloogi,Pierre,Bourdieu,',arutlusi
1368,,LOC,kodumaale,sümfoonilise,poeemiga,“,Ameeriklane,Pariisis,”,",",mis,kõlas,esiettekandes
1369,,LOC,),hiina,",",inglise,ja,vene,keelest,teoseid,",",mis,kõik
1370,,LOC,teaduslikke,töid,ilmunud,inglise,ja,vene,keeles,erialaajakirjades,ning,neid,on
1371,,LOC,on,auväärsete,eelkäijate,leidmine,.,Vene,kommunistide,leiutatud,triptühhon,Marksi,","
1372,,LOC,kus,ta,kirjeldas,21.,saj,Londonit,.,Morrise,käsituses,oli,“
1373,,LOC,tuletab,meelde,meiegi,ekraanil,jooksnud,prantsuse,filmi,“,Viha,”,.
1374,,LOC,koode,.,Näitus,“,Utoopiline,Pariis,”,Pariisi,raekojas,",",avatud
1375,,LOC,elatus,seejärel,aastaid,keelatud,autorina,prantsuse,romaanide,tõlkimisest,ning,suri,1976.
1376,,ORG,”,võib,nende,meelest,olla,keskerakonna,esimees,Edgar,Savisaar,või,endine
1377,,ORG,tõsi,",",sest,koond-,ja,keskerakonna,linnavalitsus,viis,Tallinna,raha,Ühispanka
1378,PER,LOC,seltside,Seesam,Läti,ja,Seesam,Leedu,10,protsendi,omanik,koos,Soome
1379,,LOC,),",",”,teab,Tallinna,vene,draamateatri,näitleja,Sergei,Tsherkassov,.
1380,,LOC,valitsus,on,ebastabiilne,",",on,vene,rahvas,väga,inertne,nagu,ta
1381,,LOC,valitsus,pole,stabiilne,",",siis,vene,inimene,on,.,Moskvas,jalutades
1382,,LOC,",",aga,kardan,",",et,vene,inimene,lihtsalt,ei,kohane,sellega
1383,,LOC,mitte,valitsuse,reformimisest,",",sest,vene,inimeste,jaoks,on,muutustega,harjumine
1384,ORG,LOC,üks,AAA-reitinguga,erapank,-,Rabopank,Hollandist,.,Positiivne,on,vaid,teadmine
1385,,PER,opositsioonipoliitik,nädala,alguses,.,“,Ilves,paneb,lahkumisavalduse,kohe-kohe,lauale,","
1386,,PER,teine,Toompea,insaider,.,Karismaatilise,Ilvese,tööd,häirib,partei-,ja,eraelu
1387,,LOC,Eesti,saatkond,Brüsselis,vastas,telefonis,vene,keeles,.,Algupäevil,polnud,raha
1388,,LOC,Zhiguli,09ga,.,“,Isegi,vene,diplomaadid,imestasid,",",kui,ma
1389,,LOC,keda,iseloomustatakse,sõnadega,“,tõeline,vene,kaunitar,”,ja,“,suurte
1390,,LOC,et,Richard,Rogersi,Lloyds,of,Londoni,1970ndatel,valminud,tuntud,tehnitsistlik,hoone
1391,,LOC,kommentaaride,seas,domineerivad,kolm,mõjukat,prantsuse,Kafka-tõlgendust,.,Omas,ajas,oluline
1392,,LOC,.,Kõrvalmärkuseks,:,õigupoolest,on,prantsuse,littérature,mineure,veidi,avaram,mõiste
1393,,LOC,le,masochisme,(,mis,on,prantsuse,keeles,argiväljend,),võib,edasi
1394,,LOC,on,kaalukas,panus,Krulli,tõlgitud,prantsuse,autorite,nimekirja,.,Kahtlemata,kannab
1395,,LOC,",",milles,Eesti,kultuuritöötajad,kiidavad,vene,tankid,heaks,.,Mina,keeldusin
1396,,LOC,äratas,1968.,aastal,Tshehhoslovakkiasse,kihutavate,vene,tankide,põrin,.,Sellega,oli
1397,,LOC,augustis,raadiost,kuulsin,",",et,vene,tankid,liiguvad,Praha,peale,","
1398,,LOC,.,Järgmisel,aastal,",",kui,vene,tankid,olid,jaanuaris,taas,lömastanud
1399,,LOC,seintele,üle,pikkade,aegade,jälle,vene,ja,nõukogudevastased,sõimusõnad,.,Ühel
1400,,LOC,skandaalsed,üliõpilaspäevad,",",kus,protest,vene,okupatsiooni,vastu,Eestis,ja,N
1401,,LOC,filmi,“,Trainspotting,”,.,Londoniga,ja,isegi,Eestiga,võrreldes,külm
1402,,LOC,segusõlmes,mitu,ööpäeva,järjest,.,Vene,aja,lõpus,teenis,kõva,töömees
