,pred,hypothesis,i-5,i-4,i-3,i-2,i-1,i,i+1,i+2,i+3,i+4,i+5
1850,,LOC,.,Gloria,-,Eelroog,:,Balti,sümfoonia,(,kalavalik,),:
1851,,ORG,ne,jõulupraad,",",”,komment,ee,ris,restorani,juht,Toomas,Ans
1852,,LOC,Vastu,aastavahetust,teatas,Eesti,konsul,Londonis,Peeter,Kapten,telefonitsi,Kongo,suuruselt
1853,,PER,aastavahetust,teatas,Eesti,konsul,Londonis,Peeter,Kapten,telefonitsi,Kongo,suuruselt,teises
1854,,LOC,naaberriigi,Gaboni,.,Sealt,toimus,Londonisse,üks,regulaarlend,nädalas,.,Ettevõtmise
1855,ORG,LOC,eelarveks,(,14,inimese,Kongost,Londoni,kaudu,Eestisse,toimetamine,),arvestati
1856,,LOC,kogust,”,on,historistlik,tagasivaade,nõukogude,dissidentlikule,ja,põrandaalusele,kunstile,.
1857,,LOC,ilmunud,või,“,Raadio,Vaba,Euroopas,”,ette,loetud,ning,nüüd
1858,,LOC,üheaegselt,niihästi,välis-,kui,ka,nõukogude,eesti,kirjasõna,.,Eestis,ilmunud
1859,,LOC,eksisteeriva,kirjandusega,",",on,eesti,nõukogude,kirjandus,siiski,omaette,organism,","
1860,,LOC,lõpul,provisoorselt,pagulaseesti,ja,tollase,nõukogude,eesti,kirjanduse,taas,kokkukasvamise,või
1861,,LOC,Valev,Uibopuu,",",et,ei,nõukogude,eesti,ega,eesti,pagulaskirjandus,ei
1862,,LOC,oma,ja,“,Raadio,Vaba,Euroopas,”,Toomas,Ranna,nime,all
1863,,PER,“,Raadio,Vaba,Euroopas,”,Toomas,Ranna,nime,all,avaldatud,kirjanduslikes
1864,,PER,vahel,edeneb,poeem,nimega,“,Tamm,”,",",kirjutaja,kõditav-kratsiv,kasvamislugu
1865,,PER,kellele,mõtleb,(,Friedrich,",",Martin,jt,),.,Mõlemal,pool
1866,,LOC,ees,",",abiellus,preestriga,.,Londonis,koristasin,ma,kah,.,Kodudes
1867,,ORG,jaksa,laulda,.,”,“,Estonias,käib,palju,soomlasi,?,”
1868,LOC,ORG,tunne,.,”,“,Millest,Estonias,lauljate,ja,juhtkonna,vahelised,hõõrumised
1869,,LOC,neljas,nurgas,seisid,punased,plastmassist,nõukogude,sõjamehed,.,Tordi,tipus,kõrgus
1870,,LOC,vaidlustamist,",",vaid,ka,normeeritud,nõukogude,moraalist,erineva,ideoloogia,omaksvõttu,...
1871,,LOC,:,Lapini,mäng,erootikaga,on,nõukogude,ja,lääne,standardi,taustal,kaks
1872,LOC,PER,puudub,mees,:,“,in,Lapin's,series,we,have,deconstructed,parts
1873,,LOC,Kindla,seljataguse,tagas,neile,panga,nõukogu,esinai,se,Malle,Eenmaa,toetus
1874,,LOC,juhtidena,tutvustama,",",kuid,Maapanga,nõukogus,jäi,liitumiseks,üks,hääl,puudu
1875,,ORG,kapitaliturul,paraja,riskivõtjana,tuntud,.,Hoiupanga,ja,EMV,kasumiprognoosi,muutused,näivad
1876,,LOC,-,valiti,Sunday,Timesi,poolt,Briti,500,rikkaima,inimese,sekka,.
1877,,ORG,ja,1997,hilissügisel,oleks,ostnud,Hoiupanga,aktsiat,.,1997.,aasta,sep
1878,,ORG,juba,märgatavalt,kallimad,.,”,Hoiupanga,sisekontrolli,juht,Erik,Starkov,:
1879,,ORG,leid,ma,sobiva,ostja,.,Hoiupanga,maakler,pidi,otsima,hetke,","
1880,,ORG,Rent,”,sõnad,:,“,I,love,you,",",you,pay
1881,,ORG,",",kui,aeglaselt,ma,“,I,love,you,”,suudan,laulda
1882,,LOC,.,Näiteks,1884.,a,ühte,Londoni,hospitali,sattunud,elevantmees,John,Merrickist
1883,PER,ORG,Willisel,.,Tema,mängitud,Korben,Dallas,teeb,sangaritegusid,23.,sajandil,elik
1884,PER,ORG,põhjustab,tema,naise,Sarah,',I,lahkumise,.,Kahekordse,kaotuse,tuimuses
1885,,LOC,järgneb,ajamasinaga,kurikuulsale,XIX,sajandi,Londoni,mõrvarile,Jack,Ripper'ile,.,Tagaajamine
1886,PER,ORG,on,omakorda,palganud,Wayne,',I,tapmiseks,.,Agatha,/,Agatha
1887,,ORG,otseselt,või,kaudselt,J,.,K,.,sünnipäevast,inspireeritud,ja,seda
1888,,LOC,ja,M,.,S,.,Briti,seebistaar,Anna,Friel,hakkab,koos
1889,,LOC,kehastab,loomulikult,Leesonit,ennast,.,Londonis,müüdi,avalikkusele,tundmatu,dokumentaalfilm,Charlie
1890,,PER,avastatud,.,”,Lõpuks,anti,Meelisele,kutse,ilmuda,esmaspäeva,hommikul,Tallinna
1891,,LOC,rubla,.,Selle,maksis,välja,nõukogude,kultuuriministeerium,.,Muusiku,ja,pilli
1892,LOC,ORG,Järvi,on,olnud,40,aastat,Estonias,dirigent,.,Vabariigi,aastapäevaks,kavandas
1893,ORG,LOC,seda,mitmed,kõrged,ametiisikud,NATO,Brüsseli,peakorteris,.,Washingtoni,ametlikku,seisukohta
1894,,LOC,treenib,rikkaid,eestlasi,helikopteripilootideks,.,Briti,kuningriigi,alam,Bob,Moggridge,(
1895,ORG,PER,",",vaid,järgmise,suure,Aston,Martini,seeriaauto,prototüübiga,Project,Vantage,.
1896,,ORG,.,Hansapangata,poleks,tänasel,kujul,Hoiupanka,",",Baltikat,",",Ima,vere
1897,PER,LOC,jäi,tema,kolmas,elukaaslane,Mai,Londonis,näi,tusel,imetlema,kahe,peopesa
1898,,PER,d,.,ta,pildistas,bikiinides,Clintonite,perekonda,-,Mille,poolest,on
1899,ORG,PER,",",Malle,Eenmaa,",",Olari,Taal,ja,Hannes,Tamjärv,.,Eestlane
1900,,LOC,.,Ükskõik,",",kes,siin,nõukogus,on,",",otsus,tuleb,küll
1901,,LOC,kunstis,.,Mängufilmi,“,Killing,Tartu,”,promotsiooni,tehes,me,võtsime
1902,,LOC,ellu,.,”,“,Killing,Tartul,”,oli,pressiatašee,",",kes
1903,,LOC,esilinastub,Ilmari,film,“,Tappev,Tartu,”,(,Killing,Tartu,)
1904,PER,LOC,Tappev,Tartu,”,(,Killing,Tartu,),",",välja,hõigatud,kui
1905,,LOC,suuda,...,”,“,Tappev,Tartu,”,on,lauskriitika,eesti,kinopoliitika
1906,PER,LOC,ei,tähistata,midagi,muud,kui,Londoni,finantskeskust,.,Ilma,artiklita,on
1907,,LOC,Chinatowni,või,Little,Italyta,.,Londoni,fragmenteerumise,vastandlikeks,näideteks,on,Brick
1908,,LOC,(,esimees,),valis,sihtkapitali,nõukogu,poolt,esitatud,kandidaatide,hulgast,järgmised
1909,PER,LOC,:,Tallinna,Pank,(,Aare,Saks,),",",Starmani,maja,Mustamäel
1910,,ORG,kui,ka,pildi,vahendusel,pidevalt,esil,.,Koski,käsitlusel,viitab,meedia
1911,,ORG,",",et,uudistes,on,jätkuvalt,esil,peaminister,Paavo,Lipponeni,eraelu,(
1912,,ORG,Raha,või,looming,?,”,EE,12.,dets,1997.,Karin,Hallas
1913,,ORG,“,Veel,kord,Matteusest,”,EE,19.,dets,1997.,Venelased,on
1914,,LOC,Seda,stiili,ei,pea,siduma,nõukogude,korra,kohalolekuga,Eestis,.,Vaadakem
1915,PER,LOC,peaaegu,et,rahvavaenlaseks,.,Klassitsistlik,Tartu,vajab,",",eriti,linnaehituses,","
1916,ORG,LOC,läks,nädalavahetusel,Eesti,karikavõistlustel,BC,Tallinnaga,kohtuma,",",siis,Revo,läks
1917,,ORG,.,Fetišriided,on,kaotanud,oma,esi,algse,tähenduse,ning,mustast,kummist
1918,,PER,),",",Viktor,Rakov,(,Anna,vend,),",",Nikolai,Pastuhhov
1919,,LOC,koha,leidnud,välisajakirjanikud,(,ehk,Hollywood,Foreign,Press,Association,),juba
1920,,PER,),-,Jon,Voight,(,John,Grisham's,The,Rainmaker,),-
1921,,LOC,mingist,virtuaalsest,firmast,.,Teine,Londoni,ja,Tallinna,vaheline,erinevus,on
1922,,PER,:,Martin,Scorsese,ja,Mardik,Martin,Osades,:,Harvey,Keitel,","
1923,,ORG,/,UA,/,V,&,K,Holding,1997,Hotelli,fuajee,kaupluses
1924,LOC,ORG,teravad,hambad,.,Okki,põhitööks,Statoilis,oli,jaht,bensiinijaama,kruntidele,.
1925,,ORG,",",kes,nõudsid,altkäemaksu,.,Statoil,oskas,kuidagi,hankida,paremaid,krunte
1926,,ORG,ta,veest,kuivana,väljuda,.,Statoili,direktoril,oli,juhend,:,kui
1927,ORG,LOC,1996,-,97,töötas,Statoilis,Stockholmi,peakontoris,",",meeldis,talle,käia
1928,LOC,ORG,.,Ta,õppis,pähe,kümnete,Statoilis,müüdavate,veinide,ja,toiduainete,valmistamise
1929,,ORG,pole,tehtud,.,”,Mälestuskirik,Estonial,hukkunuile,Reisilaevaga,Estonia,läks,põhja
1930,,ORG,”,Mälestuskirik,Estonial,hukkunuile,Reisilaevaga,Estonia,läks,põhja,kuus,Viimsi,inimest
1931,LOC,ORG,ainuke,",",kes,Viimsi,valla,Estonia,ohvrite,mälestuseks,midagi,reaalset,teinud
1932,,ORG,Eesti,pisiprobleemidega,.,Hansapank,ja,Hoiupank,liitusid,sellepärast,",",et,pääseda
1933,,ORG,et,liitpanga,tekkimisel,kaob,Eestist,Hoiupanga,nimi,.,Muidugi,ei,saa
1934,,ORG,saa,ma,kinnitada,",",et,Hoiupank,kindlasti,jääb,",",kuid,iga
1935,,ORG,-,Hansapank,ja,Monex,;,Hoiupank,kasvatab,jõudsasti,Pangaliini,ja,Panganeti
1936,,LOC,võõras,vähemasti,kahele,Eesti,Panga,nõukogu,liikmele,.,Kui,poliitikamees,Ants
1937,,LOC,üle,",",kas,Eesti,Panga,nõukogu,liikmed,peaksid,olema,poliitikud,või
1938,,LOC,",",et,nii,Eesti,Panga,nõukogus,kui,ka,teistel,olulistel,ühiskondlikel
1939,,LOC,sõeluma,riigikontrolöri,ja,Eesti,Panga,nõukogu,esimehe,kandidaadid,.,Näeme,","
1940,PER,LOC,kasvaja,.,Lugupidamisega,Veikko,Kiiver,Stockholm,Ei,taha,elada,politseiriigis,“
1941,PER,LOC,õpilastes,stressi,.,”,Ave,Tartust,.,“,Haapsalu,Gümnaasiumi,juhtkonna
1942,,LOC,välisministri,Douglas,Hurdi,esitatud,“,Balti,turvatsooni,”,loomise,plaanile,.
1943,,LOC,vajalikuks,partneriks,.,Lisaks,nihkub,Balti,riikide,pääsemisel,Euroopa,Liitu,see
1944,,ORG,pöördelise,hüppe,omandamine,.,“,EMil,jäin,medalimeestele,tehniliselt,ainult,kahe
1945,,PER,oma,imidzhiarsenali,võtnud,ja,Vanast,Toomast,ei,räägi,keegi,.,Teised
1946,ORG,PER,",",kaksikud,pojad,Matti,ja,Taneli,sündisid,kaks,aastat,hiljem,.
1947,,LOC,",",et,teda,jälgitakse,.,Briti,filminäitleja,Robert,Carlyle,on,ühes
1948,,LOC,ta,oli,rahva,poolt,ja,nõukogude,vastu,.,Iseseisvuse,ajal,tähendab
1949,,ORG,ja,seesama,ajahetk,mõjus,aastakümneid,ette-,ja,tahapoole,ulatuvana,.,Ei
1950,,ORG,Toome,ja,kolhoosiesimees,N,.,K,.,on,endale,kohad,igavikus
1951,,ORG,”,pilt,(,“,Maybe,I,don't,here,?,”,)
1952,,ORG,Ene-Liisi,”,-,R,.,K,.,),näitus,",",see
1953,,ORG,”,eriti,-,R,.,K,.,),Ent,mina,","
1954,,LOC,ja,venelasi,),lahkus,Eestist,nõukogude,okupatsiooni,ja,maailmasõja,alguseks,.
1955,,LOC,ammu,sattunud,muuseumide,valdusesse,(,nõukogude,riigi,eksproprieerimise,poliitika,tulemusena,)
1956,,LOC,mõtlema,",",kuidas,toimida,endise,Nõukogude,Liiduga,.,Kolmandaks,peab,saama
1957,,ORG,programmi,S,.,W,.,I,.,F,.,T,.
1958,,LOC,andmesidevõrguga,",",”,on,Microlinki,nõukogu,esimees,Rainer,Nõlvak,ostuga,rahul
1959,,PER,11,e,(,märgusõna,“,Viktor,”,),või,viktor@ekpress.ee,saadad
1960,PER,ORG,.,Muusikat,valivad,DJnikud,Kalev,K,",",Erikson,628,ja,Salamander
1961,,PER,DJ-d,P. Julm,&,St,.,Martin,.,Nad,räägivad,:,“
1962,,LOC,Chupa,järgmine,avalik,esinemine,toimus,Londoni,moenädalal,-,moekeerises,vintsutatud,asjaosalisi
1963,,LOC,ohvreid,.,Tehke,nii,nagu,Londoni,moedaamid,ja,te,saate,tea
1964,,LOC,desse,ja,klubidesse,.,Talvise,Londoni,öised,tänavad,nimelt,kubisevad,neidu
1965,,ORG,saatel,nagu,Rotary,Connectioni,“,I,Am,the,Black,Gold,of
1966,,ORG,”,",",Instant,Funki,“,I,Got,My,Mind,Made,Up
1967,,ORG,”,",",Octave,One'i,“,I,Believe,”,.,...,uinutaja
1968,,LOC,kohalt,.,Põhjendus,:,Bioeetika,Nõukogu,otsusega,oli,Kuke,ja,Mäesalu
1969,,LOC,mitte,kui,organite,kogumit,.,Vene,ajal,tuli,ette,vägisi,ravimist
1970,ORG,PER,?,Jaan,J. Leppik,",",EELK,Kaarli,koguduse,diakon,:,“,Loomulikult
1971,,PER,TV3-s,saate,“,Täna,Õhtul,Mart,Mardisaluga,”,tootmine,.,Sellel
1972,,PER,163,lg,1le,kuulutas,uurija,Meelise,tagaotsitavaks,ja,menetlus,kriminaalasjas,peatati
1973,,PER,oma,kolleegi,võõrastavalt,“,härra,Siimanniks,”,.,Teisipäeva,õhtul,toimunud
1974,,ORG,hakkab,.,Nagu,ei,teadnud,Hoiupangast,lahkunud,Taal,veel,jaanuari,alguses
1975,,PER,Kustutab,sigareti,tuhatoosi,ära,.,Siimanni,loo,pealkiri,oli,raskem,kui
1976,,PER,mahu,.,Lõpuks,läheb,“,Siimann,sõidab,märt,sis,Moskvasse,”
1977,,ORG,see,lugu,nüüd,on,?,K,u,s,see,lu,gu
1978,,ORG,Juske,kordab,anekdooti,",",sest,esi,mesel,korral,ei,paistnud,keegi
1979,,PER,Karpa,teeb,huultega,:,“,Vähi,!,”,',hku,suust
1980,,PER,”,Vene,rahvusest,oli,ka,Toomase,esimene,armastus,.,“,Praegugi
1981,,LOC,surnud,üle,20,jalgratturi,.,Hollandi,ajakirjanduse,hinnangul,on,põhjuseks,kurikuulus
1982,,LOC,kirjas,:,“,Eesti,-,Balti,klassi,parim,õpilane,”,(
1983,,ORG,Vadim,Ogneštšikov,",",kes,läks,Hoiupangast,Hansapanka,sügisel,.,Hoiupanga,eksjuht
1984,,ORG,läks,Hoiupangast,Hansapanka,sügisel,.,Hoiupanga,eksjuht,Olari,Taal,on,Ogneštšikovi
1985,,LOC,perso,nali,otsimisega,tegeleva,Fontese,nõukogu,esimees,Tõnis,Arro,.,Inimese
1986,,LOC,pangas,peremees,.,Suuraktsionäri,ja,nõukogu,esimehena,oli,tal,mitme,aasta
1987,,ORG,teisteski,pankades,.,Suvel,astus,Hoiupanga,juhtkond,otsustavalt,vastu,Swedbanki,soovile
1988,,ORG,juurde,osta,ning,oma,mees,Hoiupanga,juhtkonda,suruda,.,Sügisel,esitas
1989,,LOC,Endine,Norma,tegevjuht,",",praegune,nõukogu,esimees,Jüri,Käo,helistas,ja
1990,PER,ORG,Mitme,pakkumise,seast,valis,Aaviksoo,Norma,.,Teisel,ärilõunal,rääkis,ta
1991,,ORG,Eesti,Pank,igaveseks,.,Miks,Hoiupank,ja,Hansapank,liitusid,?,Kaks
1992,,ORG,1,Hansapanga,kasuks,.,“,Hoiupanga,aktsia,on,ju,paarkümmend,krooni
1993,,ORG,see,aktsiate,ar,vuga,.,Hoiupanga,puhul,näeb,see,tehing,välja
1994,,ORG,väärtuseks,"8,18",miljardit,krooni,.,Hoiupanga,osa,(,"2,98",miljar,dit
1995,,ORG,elektroonika,toimetaja,Olev,Streff,.,TV,1,Estonia,läks,koodi,alla
1996,,ORG,Olev,Streff,.,TV,1,Estonia,läks,koodi,alla,Teisipäeval,","
1997,,ORG,jaanuaril,läks,esimene,Eesti,satelliidikanal,TV,1,ESTONIA,ootamatult,koodi,alla
1998,,ORG,esimene,Eesti,satelliidikanal,TV,1,ESTONIA,ootamatult,koodi,alla,.,Tõenäoliselt
1999,,ORG,Eurosport,Nordic,ja,CNBC,.,TV,1,ESTONIA,on,jõudnud,Euroopa
2000,,ORG,ja,CNBC,.,TV,1,ESTONIA,on,jõudnud,Euroopa,satelliidifännides,ning
2001,,ORG,toimetusse,",",kust,küsitakse,teavet,TV,1,ESTONIA,ning,selle,vastuvõtuks
2002,,ORG,Imestatakse,",",et,TV,1,ESTONIA,koodi,alla,paneku,algataja,polnud
2003,,ORG,kulturnaja,politika,...,”,Kuid,TV,1,ESTONIA,pole,siiski,nii
2004,,ORG,...,”,Kuid,TV,1,ESTONIA,pole,siiski,nii,kättesaamatu,","
2005,,ORG,punaste,poolt,puruks,pommitatud,“,Estonia,”,taastamistöödelt,.,Sinimägede,kangelaste
2006,,LOC,.,Paldiskist,pärit,suurtükiväelane,",",nõukogude,erukapten,Vladimir,Dezinov,üritab,hoopis
2007,,ORG,Nii,nagu,agendid,J,ja,K,mulluses,menufilmis,“,Mehed,mustas
2008,,LOC,Tallinna,linnale,anda,ning,organiseeris,nõukogude,sõjaväe,erukapten,Dezinovile,Eesti,kodakondsuse
2009,,LOC,sai,Paju,koha,Onako-Eesti,ASi,nõukogus,.,Viimase,sammu,Orenburgi,meeste
2010,,LOC,mängufilmide,hulgas,suutis,“,Killing,Tartu,”,veenda,",",et,on
2011,,ORG,siin,reibas,muusika,.,“,I,',m,a,Barbie,girl
2012,,ORG,",",if,You,say,",",I,',m,always,Yours,","
2013,ORG,LOC,",",”,ütles,BBC-le,kõrge,Briti,diplomaat,.,Peamine,",",milles
2014,,ORG,-,nende,seast,leiab,sama,ees-,ja,perekonnanimega,inimesi,nagu,kirpe
2015,PER,LOC,Viljandis,keskkooli,lõpetanud,20aastase,Ergma,Moskva,ülikooli,astrofüüsikat,õppima,.,Sinna
2016,,LOC,ta,24,aastaks,.,Kuni,nõukogude,aja,lõpuni,ei,saanud,parteitu
2017,,LOC,ta,saigi,seda,.,”,Atlanta,olümpiamängudel,hämmastas,Noolt,",",et
2018,PER,ORG,d,.,Universumi,isevalitseja,Lennart,I,-,Kui,kõrgel,maapinnast,tiirleb
2019,,LOC,preemiad,ei,ole,mitte,igand,nõukogude,ajast,",",vaid,prak,tika
2020,PER,LOC,lootuses,jõuda,jälile,tsaar,Ivan,Groznõi,kadunud,raamatukogule,.,Enamik,dokumente
2021,PER,LOC,.,Legendi,kohaselt,kogus,Ivan,Groznõi,(,1530,-,1584,)
2022,,ORG,tänava,teljele,(,praeguse,uue,Hoiupanga,kohale,),ehitamata,jäi,-
2023,,ORG,Sheraton,1988,(,projekt,",",I,auhind,),-,Tallinna,kesklinna
2024,,ORG,1994,(,1989.,aasta,võistlusel,I,auhind,),-,Tõnismäe,monumendi
2025,,ORG,planeering,1995,(,projekt,",",I,auhind,),-,Viru,väljaku
2026,,LOC,Kadaka,turg,silmad,ette,nii,Londoni,Petticot,Lane'ile,kui,ka,paljudele
2027,,ORG,õline,ja,parfüümne,",",milles,esil,portvein,",",sigar,ja,vaniljene
2028,,LOC,sellesse,vaidlusse,segada,.,Kui,nõukogu,de,ajal,peeti,nota,rit
2029,,LOC,jms,kaupa,",",on,ehitatud,nõukogude,ajal,",",nad,ei,vasta
2030,,LOC,seni,ette,kujutati,.,Merelaevanduse,nõukogu,esimees,Olev,Schults,ei,näe
2031,,LOC,just,seda,me,tahtsimegi,.,Hollywood,näiteks,on,tänapäeval,täiesti,arust
2032,,ORG,Muidugi,",",keegi,ei,reklaaminud,Estoniat,uppumatu,laevana,",",kuid,keegi
2033,,ORG,.,jaanuaril,kl,15.20,(,I,osa,),ja,30.,jaanuaril
2034,,LOC,vaatajani,ka,Roberto,Rossellini,“,Rooma,",",avatud,linn,”,","
2035,,LOC,on,kodul,ja,keskkonnal,.,Briti,ajakirjanduses,on,televägivalla,probleemi,üle
2036,,LOC,“,L.A. Law,”,ja,“,Rooma,šerif,”,.,Kesksel,kohal
2037,,LOC,(,Mandy,Patinkin,",",“,Rooma,šerif,”,),",",kel
2038,LOC,ORG,Bird,võiks,mängida,veel,praegugi,NBAs,",",kui,tema,karjäär,poleks
2039,,ORG,atraktiivne,kui,Kobe,.,Keskkoolipingist,NBAsse,suundunud,korvpallur,pääses,Lääne,koondisesse
2040,,ORG,põhjal,K,.,J,.,K,.,",",E,.,T
2041,LOC,PER,veereb,”,.,Kallis,hr,Lepp,!,Siin,on,varjatud,ressursse
2042,,ORG,:,ETVs,393 000,-,140 000,TV,1s,50 000,-,14 000,Kanal
2043,,ORG,Kanal,2s,170 000,-,46 000,TV,3s,224 000,-,63 000,10
2044,,ORG,”,316 000 6,.,“,Hommiku,TV,”,295 000 7,.,Muusikavideod,20.30 292 000 8
2045,,ORG,Suur,Vanker,1997,”,254 000,TV,1,1.,Mf,“,Vead
2046,,PER,Hot,Stuff,Special,:,Elton,John,”,37 000 4,.,Mf,“
2047,,ORG,.,Lühifilm,120 000 8,.,“,Dallas,”,120 000 9,.,“,Eikellegi
2048,,PER,”,120 000 9,.,“,Eikellegi,Maria,”,119 000 10,.,Mf,“
2049,,ORG,“,Küünlad,pimeduses,”,111 000,TV,3,1.,Mf,“,Raske
2050,,LOC,",",juudi,",",läti,",",balti,",",vene,ja,kogu,maailma
2051,,LOC,Suvearmastus,ehk,teeme,“,Tapvat,Tartut,”,”,.,See,kuidas
2052,,LOC,“,Marss,ründab,!,”,Mars,attacks,!,R,:,Tim
2053,,LOC,”,/,Home,Alone,3,Hollywood,Records,",",1997,Filmi,muusika
2054,,LOC,lisada,.,Kõik,sujus,nagu,Hollywoodi,filmis,.,Otepää,spordigümnaasiumi,18aastane
2055,,LOC,sekretäri,ja,Onako,Eesti,ASi,nõukogu,liikme,Ants,Paju,ees,.
2056,,ORG,lumises,metsas,”,(,vt,EE,6,/,98,),.
2057,,LOC,Vaikne,datšapiirkond,kordoni,varemetel,Endine,nõukogude,piirivalvelinnak,Keila,jõe,suudmes,","
2058,,ORG,probleemiks,siseministri,loa,puudumine,.,EE,andmetel,oli,erastamistehingul,siiski,siseministeeriumi
2059,,ORG,oma,võitudele,järele,tulnud,.,EE,tellijad,",",kes,võitsid,kõikvõimalikku
2060,,ORG,kes,võitsid,kõikvõimalikku,nänni,.,EE,kella,võitsid,:,-,Peep
2061,,ORG,-,Peep,Tarre,",",Jõõprest,EE,talvemütsi,võitsid,:,-,Rain
2062,,ORG,Aale,Käsitöö,OÜ,",",Rakverest,EE,vihmavarju,võitsid,:,-,Olevimäe
2063,,ORG,-,Maire,Tamberg,",",Tallinnast,EE,võtmehoidja,võitsid,:,-,Livia
2064,,LOC,Imbi,Lamp,",",Saaremaalt,“,Eesti,Kuld,”,kasseti,võitsid,:
2065,,LOC,Vilma,Lang,",",Tallinnast,“,Eesti,Kuld,”,CD,võitsid,:
2066,,ORG,-,Silvi,Korjus,",",Pärnumaalt,EE,tassi,ja,pastaka,võitsid,:
2067,,ORG,-,Reet,Mutso,",",Suure-Jaanist,EE,nokamütsi,võitsid,:,-,Marje
2068,,PER,.,“,Ma,võtsin,dr.,Martini,saledusravimit,",",kuid,seitsme,päevaga
2069,,LOC,juba,aastakümneid,tulirelvi,",",hoolimata,nõukogude,võimust,",",naise,pahameelest,ja
2070,PER,ORG,Tapver,Irina,Stelmachi,firma,Adel,TV,on,teinud,Peterburi,Televisioonile,siiani
2071,PER,ORG,Venemaa,poole,”,.,Adel,TV,sai,nime,Irina,Stelmachi,tütre
2072,,ORG,Kuigi,härra,Tsutsumi,keeldus,kohast,ROKis,",",on,ta,seal,keskne
2073,,ORG,ta,seal,keskne,tegelane,",",ROKis,ju,ristuvad,poliitika,",",firmahuvid
2074,LOC,ORG,tea,",",mida,teevad,salapärases,ROKis,liikmetena,Liechtensteini,printsess,Nora,(
2075,,LOC,dollari,uurimisrühma,b,.,rahvusooperi,nõukogu,c,.,vabamüürlaste,Tartu,loozhi
2076,,LOC,Ja,nimelt,Maarjamaa,!,Kui,Nõukogude,ajal,hakati,seda,nime,kasutama
2077,,ORG,kümne,aasta,tagune,monograafia,“,Estonia,and,the,Estonians,”,(
2078,,LOC,aastal,.,Veidi,lihtsustavana,mõjub,nõukogude,perioodi,nimetamine,“,suureks,talveajaks
2079,,LOC,Vaimustuse,vaibumine,Pärast,1990.,alguse,Balti,buumi,on,Prantsusmaa,aktiivne,huvi
2080,,LOC,Jüri,Ehlvesti,novell,“,Jaapanlannaga,Pariisis,”,),.,Kinnimakstud,Balti
2081,,LOC,Pariisis,”,),.,Kinnimakstud,Balti,kultuuripeod,on,minevikuks,saanud,.
2082,,ORG,.,Vähemalt,pääseb,teises,vaatuses,esi-,ja,tagaplaanil,toimuva,eristumine,paremini
2083,PER,LOC,tundnud,kaks,firmat,:,Laing,Inglismaalt,ja,OmniTrax,Ameerikast,.,Viimane
2084,,ORG,huvide,konflikti,teiste,firmadega,.,Pakterminal,erastamisel,ei,osale,.,”
2085,,LOC,kuulutatakse,",",”,on,kombinaadi,nõukogu,esimees,Olev,Uusna,saatusega,leppinud
2086,,LOC,enamikku,suuri,lihatööstusi,",",mis,nõukogude,perioodist,alles,jäid,.,“
2087,,LOC,põhjusi,kirja,",",”,räägib,nõukogu,esimees,Olev,Uusna,.,Põhjusi
2088,,LOC,ettevõtte,tühjaks,.,”,Lihakombinaadi,nõukogu,esimehe,Olev,Uusna,väitel,ei
2089,,LOC,lähedal,toidupoes,ilutses,silt,“,Tartu,”,vaid,ühel,lastevorstil,.
2090,ORG,LOC,käes,",",nagu,näiteks,Lufthansal,Frankfurdis,ja,Air,France'il,Pariisi,Charles
2091,ORG,LOC,Londonist,),",",mc,Slim,Stockholmist,",",AG,Riiast,(,techno
2092,ORG,LOC,mc,Slim,Stockholmist,",",AG,Riiast,(,techno,),",",Raul
2093,,ORG,New,Metronomic,Jazz,Band,.,Vanemuise,suures,majas,esietendub,Harchenko,ballett
2094,LOC,ORG,ja,tegid,selle,ära,!,Kadriorus,",",mitte-iialgi-valmis-saava,metodisti,misjonikeskuse,vastas
2095,LOC,PER,.,Zeus,5000,kuulub,kahele,Jaanusele,.,Noorem,neist,on,piljardimängus
2096,,LOC,rollivalikuid,ilmselt,isegi,seletada,.,Hollywood,meets,Hong,Kong,Andekas,lahendus
2097,,LOC,”,),.,Kui,“,Tartus,”,ikka,kakeldakse,",",on
2098,,ORG,Kõrtsini,),tulevahetus,ninjadega,“,Vanemuise,”,trepil,",",sest,selles
2099,,PER,Desperadot,ilma,sellise,meistriteoseta,nagu,John,Woo,The,Killer,?,)
2100,,LOC,Eestis,",",nagu,ka,teistes,Balti,riikides,",",oli,veel,põhjust
2101,,ORG,ei,kummita,häda,siiski,ainult,STVd,",",vaid,ka,Tallinna,Kaabeltelevisiooni
2102,,ORG,laitmatult,kõiki,Skandinaavia,D2-MAC-kanaleid,.,TV,1000,Cinemaga,saateaega,jagav,The
2103,,ORG,põhjal,K,.,J,.,K,.,ja,M,.,S
2104,,LOC,Esmalt,valmistas,Kubrick,rohkesti,meelehärmi,Londoni,transvestiitide,klubi,Madame,Jojo,bossidele
2105,,LOC,Ülemiste,veepuhastusjaama,avarii,",",-,Balti,regiooni,maade,riigipeade,kohtumine,Riias
2106,,ORG,sellegi,video,laenutada,...,“,Dallas,:,J,.,R.-i,tagasitulek
2107,,ORG,ka,üle-eestilisele,vaatajale,.,“,Dallas,”,on,leidnud,traditsiooniliste,seebikate
2108,PER,LOC,.,Praegugi,pean,professor,Atko,Viruga,nõu,.,”,Alaver,puistab
2109,,LOC,taltsutamatuks,ja,põleb,põrguleegis,.,Hollywoodi,film,on,naiivsetele,.,Tegelikus
